iter	RMSE
141	0.3489638237
142	0.3484496781
143	0.347867387
144	0.3474190978
145	0.3469854148
146	0.3461779299
147	0.345962933
148	0.3458385489
149	0.3455330264
150	0.3452605195
151	0.3448261716
152	0.3445981145
153	0.3442604963
154	0.3439457938
155	0.3437266988
156	0.3435381255
157	0.3423750116
158	0.3422367833
159	0.3421456674
160	0.3418464215
161	0.3416443959
162	0.3411976576
163	0.3404982525
164	0.3396386351
165	0.3394306983
166	0.3392163107
167	0.3390933836
168	0.3386514822
169	0.3385130456
170	0.3383893157
171	0.3380709996
172	0.3379776052
173	0.3375781321
174	0.3371027458
175	0.3362372588
176	0.3358402346
177	0.3357700695
178	0.3354986859
179	0.3354029931
180	0.3352712929
181	0.3351600719
182	0.3349095738
183	0.3346885922
184	0.3345737809
185	0.3345052212
186	0.3340876394
187	0.3337431014
188	0.333196221
189	0.3324314764
190	0.332123136
191	0.3319226079
192	0.3318778141
193	0.33170493
194	0.3314890983
195	0.3309168604
196	0.3308024331
197	0.3306216045
198	0.3304158324
199	0.3303576704
200	0.3301195765
201	0.3298287581
202	0.3293090758
203	0.3292604978
204	0.3292277234
205	0.3290043826
206	0.328661051
207	0.3285602538
208	0.3285191671
209	0.3284684917
210	0.3280259849
211	0.3278498631
212	0.3278079621
213	0.327754573
214	0.3276343357
215	0.3275703616
216	0.3275436125
217	0.327324923
218	0.3273129066
219	0.3269953572
220	0.3264383847
221	0.3262336406
222	0.3261186232
223	0.3260835683
224	0.3253894354
225	0.3253667999
226	0.325216157
227	0.3249974889
228	0.3248491054
229	0.324440484
230	0.3244305491
231	0.3243985804
232	0.3236139304
233	0.3233770583
234	0.3233749088
235	0.3232285936
236	0.322741163
237	0.322145215
238	0.3216628079
239	0.3210758063
240	0.3209511592
241	0.3209292826
242	0.3202653495
243	0.3195580294
244	0.3193925853
245	0.3190442295
246	0.318862071
247	0.31838081
248	0.317836707
249	0.317723714
250	0.3176274892
251	0.3172348703
252	0.3172270408
253	0.3167268089
254	0.3167219483
255	0.3167151782
256	0.3166980959
257	0.3166132922
258	0.3161635047
259	0.3158645916
260	0.3153850961
261	0.3153625367
262	0.315257001
263	0.3152295199
264	0.3147139635
265	0.3143694919
266	0.3141725459
267	0.3140752745
268	0.3139507023
269	0.3139426338
270	0.3139363975
271	0.3138024569
272	0.3135691616
273	0.3131137177
274	0.3129209482
275	0.3127600189
276	0.3127361554
277	0.3124919648
278	0.3124917278
279	0.3123970897
280	0.3120043944
281	0.3114907761
282	0.311100969
283	0.3107329169
284	0.3107076541
285	0.3105942854
286	0.3104982544
287	0.310146516
288	0.310025061
289	0.3100233048
290	0.3100204564
291	0.3092075654
292	0.3092027684
293	0.3088935442
294	0.3085756274
295	0.3085321158
296	0.3085143085
297	0.3084475697
298	0.3076487222
299	0.3075340305
300	0.3073836331
301	0.3073022072
302	0.3073013391
303	0.3072972918
304	0.3072645468
305	0.3070511119
306	0.3067454841
307	0.3065222817
308	0.3064760402
309	0.3059392892
310	0.3059330313
311	0.3059238729
312	0.3059214311
313	0.3058352822
314	0.3056084477
315	0.3050206417
316	0.3049324978
317	0.3048149516
318	0.3045664568
319	0.3044822682
320	0.3043764402
321	0.3042962243
322	0.3041543923
323	0.3039573022
324	0.3038560964
325	0.3036228245
326	0.3035551593
327	0.3032988515
328	0.3032741209
329	0.3027363273
330	0.3021426323
331	0.3019386596
332	0.3019058431
333	0.3019010739
334	0.3014505549
335	0.3012491749
336	0.3011941422
337	0.3007915237
338	0.3006734622
339	0.3004160948
340	0.3001713559
341	0.3001275512
342	0.3000788106
343	0.3000285029
344	0.2997457317
345	0.2995930233
346	0.299516412
347	0.2994316276
348	0.2991075448
349	0.2986435823
350	0.298579853
351	0.2982352687
352	0.2982123632
353	0.2981142189
354	0.2980324909
355	0.2979513369
356	0.2977042133
357	0.297626501
358	0.2976199696
359	0.2976193504
360	0.2974777177
361	0.2974764579
362	0.2973750795
363	0.2971420565
364	0.2971362304
365	0.2969616749
366	0.2965830346
367	0.2965073024
368	0.2958646306
369	0.2953337661
370	0.2951294659
371	0.2951232764
372	0.2950424636
373	0.2949797056
374	0.2948273377
375	0.2947189268
376	0.2945943828
377	0.2945889263
378	0.2943007324
379	0.294269989
380	0.2942470967
381	0.2939053359
382	0.2935789754
383	0.2935024762
384	0.2934600529
385	0.2934006765
386	0.2933686891
387	0.2931310703
388	0.2931252917
389	0.2928667515
390	0.2924275608
391	0.2921729888
392	0.292108928
393	0.2920429669
394	0.2920257843
395	0.2919789266
396	0.2919750052
397	0.2917400475
398	0.2917028352
399	0.2915824806
400	0.2915020167
401	0.2911859998
402	0.2911805176
403	0.2910452567
404	0.2909727246
405	0.2905572597
406	0.2903414077
407	0.2902701088
408	0.290265892
409	0.2902166789
410	0.2902044641
411	0.2901721749
412	0.2900887283
413	0.2895907763
414	0.2895139568
415	0.2894070489
416	0.2893638691
417	0.2893320512
418	0.2890690137
419	0.2889184221
420	0.2888961198
421	0.2888824686
422	0.2888341361
423	0.2887677806
424	0.2885698905
425	0.2884121165
426	0.288407822
427	0.2880856989
428	0.2880660626
429	0.2877281925
430	0.2875924968
431	0.2875921915
432	0.2872866965
433	0.2872779126
434	0.2872464869
435	0.2871042451
436	0.2870460363
437	0.2870030325
438	0.2868516041
439	0.2866244325
440	0.2864143364
441	0.2863460294
442	0.2862822741
443	0.2862063769
444	0.2860486285
445	0.285896647
446	0.2858936004
447	0.2856424762
448	0.2856034997
449	0.2855983038
450	0.2855943307
451	0.2854943259
452	0.2852964798
453	0.2849393209
454	0.2848447822
455	0.2848303308
456	0.2848214273
457	0.2847832698
458	0.2846619315
459	0.2846331367
460	0.2844683795
461	0.2844656759
462	0.2843720436
463	0.2843145008
464	0.2840117625
465	0.2839351325
466	0.2836040764
467	0.2834308501
468	0.2833636334
469	0.2832139093
470	0.2831915748
471	0.2831048765
472	0.283100115
473	0.2827140899
474	0.2825392154
475	0.2824650433
476	0.2822423376
477	0.2821167837
478	0.2818325746
479	0.2815775953
480	0.2815753958
481	0.2815717211
482	0.2814142421
483	0.2814089084
484	0.2813736987
485	0.2813267617
486	0.2812696763
487	0.2812679344
488	0.2812119466
489	0.2810865982
490	0.2810389862
491	0.2810372949
492	0.2808331653
493	0.2807199451
494	0.2806554736
495	0.2806525712
496	0.2806508768
497	0.280648057
498	0.2805067392
499	0.2804979586
500	0.2804029152
501	0.2802336212
502	0.2801468602
503	0.2800447277
504	0.2800376998
505	0.279926678
506	0.2799012545
507	0.2798917
508	0.2798204036
509	0.2797577604
510	0.2796728845
511	0.2796698497
512	0.2796680495
513	0.2796544232
514	0.2796541044
515	0.2795317685
516	0.279528126
517	0.2794879567
518	0.2794855745
519	0.279324749
520	0.2793230973
521	0.2792421343
522	0.2789048625
523	0.2789045706
524	0.2789006227
525	0.27879115
526	0.2786977317
527	0.2785947264
528	0.2785455556
529	0.2784116448
530	0.278409724
531	0.2784077038
532	0.2780904607
533	0.278086991
534	0.2780641255
535	0.277691395
536	0.2775882357
537	0.2775460593
538	0.2775183953
539	0.2774404617
540	0.2774393804
541	0.2772943901
542	0.2772940736
543	0.2771603019
544	0.2771317403
545	0.2770912433
546	0.2769857883
547	0.2766157905
548	0.2765066837
549	0.2762279911
550	0.2760735411
551	0.2760402432
552	0.2760374448
553	0.2759206388
554	0.2758235688
555	0.2757667546
556	0.2756350733
557	0.2755831152
558	0.2754946489
559	0.2754913652
560	0.2754180111
561	0.2752159597
562	0.2751932077
563	0.2751905439
564	0.2751881317
565	0.2751863609
566	0.2751194561
567	0.274923703
568	0.274793929
569	0.2746692421
570	0.2744598619
571	0.2744325437
572	0.2744307721
573	0.2743815574
574	0.2741464738
575	0.273749158
576	0.2737463967
577	0.2737101982
578	0.2737082773
579	0.2737031514
580	0.2736755717
581	0.2736706362
582	0.2736655022
583	0.2734814193
584	0.2733382066
585	0.2732304198
586	0.2731584631
587	0.2731556119
588	0.272746441
589	0.2727430186
590	0.2726902929
591	0.2726878532
592	0.2726259505
593	0.2725598737
594	0.2725582586
595	0.2723328934
596	0.2722805256
597	0.2721936885
598	0.2721934436
599	0.2721767684
600	0.2721740592
601	0.2721718193
602	0.2721692136
603	0.2720819447
604	0.2719006838
605	0.2716248435
606	0.2713040206
607	0.2710930347
608	0.2710524712
609	0.270993435
610	0.2709716547
611	0.2708067818
612	0.2707936737
613	0.2706913063
614	0.2705591541
615	0.2705553193
616	0.270460506
617	0.2704580748
618	0.2703633098
619	0.2702282157
620	0.2702276756
621	0.2702265648
622	0.270089849
623	0.2700887528
624	0.2700845797
625	0.2698753264
626	0.269853422
627	0.2697586815
628	0.2696298075
629	0.2696244719
630	0.2695262784
631	0.2694650589
632	0.269281455
633	0.2692791616
634	0.2692780871
635	0.2692610151
636	0.2691592122
637	0.2691574764
638	0.2690406564
639	0.2689379066
640	0.2688618396
641	0.2686885334
642	0.2685969134
643	0.2685953999
644	0.2685899794
645	0.2685840315
646	0.2684101124
647	0.268408762
648	0.2682458298
649	0.268145695
650	0.2678782371
651	0.2678108289
652	0.267744121
653	0.2674496476
654	0.2673324647
655	0.2673292469
656	0.2672855503
657	0.2672840619
658	0.2672829951
659	0.2670202485
660	0.2669842743
661	0.2667765736
662	0.2667071865
663	0.2666310674
664	0.2665114713
665	0.2663685232
666	0.2662268907
667	0.266129379
668	0.2661274122
669	0.266126175
670	0.2661226456
671	0.2660648535
672	0.2659698504
673	0.2657992563
674	0.2655910373
675	0.2654937564
676	0.2652760849
677	0.2652748101
678	0.2651952071
679	0.2650261122
680	0.2648991348
681	0.2648978689
682	0.2648968355
683	0.2647387508
684	0.2646884918
685	0.2646685672
686	0.2646598541
687	0.2645703145
688	0.2645693182
689	0.26456534
690	0.2644365015
691	0.2642166305
692	0.2640406157
693	0.2640390156
694	0.263891378
695	0.2638563255
696	0.2635518013
697	0.2634951692
698	0.2634331688
699	0.2633397782
700	0.2633383507
701	0.2632949168
702	0.2632946364
703	0.2632466366
704	0.2632274721
705	0.2632264884
706	0.2631403177
707	0.2630441331
708	0.2629901532
709	0.2629853729
710	0.2629843617
711	0.2629834843
712	0.2629355215
713	0.2629164001
714	0.2628942436
715	0.2628866973
716	0.2628036657
717	0.2628028372
718	0.2627510331
719	0.2625205534
720	0.2623169543
721	0.2621594557
722	0.2620865565
723	0.2620171261
724	0.2619670185
725	0.2617261228
726	0.2616964448
727	0.2616033776
728	0.2616023818
729	0.2615053561
730	0.2613647929
731	0.2612719997
732	0.2612319985
733	0.261196698
734	0.2611830807
735	0.261097322
736	0.2609021976
737	0.2607583739
738	0.2607580434
739	0.2607004349
740	0.2607004127
741	0.260529513
742	0.260462125
743	0.2603628011
744	0.2603616886
745	0.2603616701
746	0.2602397616
747	0.2602024227
748	0.2601167137
749	0.2600750261
750	0.2600749981
751	0.2600416029
752	0.2599016363
753	0.2597058492
754	0.2596351061
755	0.2596088187
756	0.2595858746
757	0.2595854893
758	0.2595842689
759	0.2594540134
760	0.259439465
761	0.2594335463
762	0.2593490831
763	0.2593478333
764	0.2593416103
765	0.2591894553
766	0.2591290516
767	0.2591286267
768	0.2590937592
769	0.2588650001
770	0.2588645778
771	0.2588634866
772	0.2587933229
773	0.2587363189
774	0.258528667
775	0.2584664355
776	0.25840394
777	0.2584028615
778	0.2583880285
779	0.2582451389
780	0.2582440866
781	0.2582430606
782	0.2582374434
783	0.2582361979
784	0.2582217606
785	0.2582213664
786	0.2581081135
787	0.2581077204
788	0.2581068054
789	0.2580944645
790	0.2580935902
791	0.2580390123
792	0.257980741
793	0.257617197
794	0.257594212
795	0.2574623181
796	0.2573375238
797	0.2572840051
798	0.2572175057
799	0.2571948301
800	0.2571621734
801	0.2571617357
802	0.2571122336
803	0.2570907659
804	0.2570777496
805	0.2570762172
806	0.2570746584
807	0.2570349894
808	0.2570066473
809	0.256993511
810	0.2568908516
811	0.2568907655
812	0.2568075239
813	0.2567888924
814	0.2566757003
815	0.2566742574
816	0.2565340591
817	0.2565330588
818	0.2565244511
819	0.25647895
820	0.2564743312
821	0.2563256097
822	0.2563151681
823	0.2562326597
824	0.2560065108
825	0.2560056787
826	0.2559541493
827	0.2559537601
828	0.2559287141
829	0.2558872442
830	0.2555826654
831	0.2554390714
832	0.2551137483
833	0.2551129404
834	0.2548488828
835	0.2547953884
836	0.2547945617
837	0.2547238434
838	0.2547234517
839	0.2546537434
840	0.2546469318
841	0.2546324061
842	0.2546315881
843	0.2546298582
844	0.254449909
845	0.2544478794
846	0.2543028897
847	0.2543021544
848	0.2543014347
849	0.2542475945
850	0.2541503655
851	0.2539850642
852	0.2537522582
853	0.253742662
854	0.2536934136
855	0.253665551
856	0.2535306342
857	0.2535050079
858	0.2533863075
859	0.2530001275
860	0.2529647454
861	0.2529323051
862	0.2529316561
863	0.2529310203
864	0.2528379326
865	0.2528148888
866	0.2528142305
867	0.2526459796
868	0.2526369394
869	0.2526369286
870	0.2524728442
871	0.2522640044
872	0.252217383
873	0.2522169196
874	0.2522169115
875	0.2522169036
876	0.2521712574
877	0.2520892639
878	0.2519688845
879	0.2519682433
880	0.2519362341
881	0.2519281862
882	0.2517865493
883	0.2517850047
884	0.251784998
885	0.2517152665
886	0.25171526
887	0.2516423171
888	0.2516367495
889	0.2515633599
890	0.2515125131
891	0.2514622412
892	0.2514301667
893	0.251245476
894	0.2510384986
895	0.2508692951
896	0.2508668869
897	0.2508070883
898	0.2508066832
899	0.2508066785
900	0.2508061819
901	0.2508054952
902	0.2507807109
903	0.2506276997
904	0.2506217997
905	0.2506044298
906	0.2505437206
907	0.250527732
908	0.2504215288
909	0.2504208415
910	0.2503839283
911	0.2503830729
912	0.2503825197
913	0.2503690196
914	0.2503381399
915	0.2503019191
916	0.2503014033
917	0.2503008975
918	0.2502227496
919	0.2500369603
920	0.2500084245
921	0.2500078181
922	0.2500072663
923	0.2500069365
924	0.2499744646
925	0.249953406
926	0.2499151143
927	0.2498609773
928	0.2498600941
929	0.2498090618
930	0.2495830269
931	0.2495730081
932	0.2495724467
933	0.2495379416
934	0.2494566739
935	0.2493926525
936	0.2493874875
937	0.2493873215
938	0.2493431862
939	0.2493430286
940	0.2493374543
941	0.2492865484
942	0.249286545
943	0.2492476973
944	0.2492476936
945	0.2492259672
946	0.2490578332
947	0.2488449842
948	0.2488430277
949	0.2488426643
950	0.2487844353
951	0.2486591696
952	0.2486577013
953	0.2486573191
954	0.2486471818
955	0.2486428237
956	0.2486300969
957	0.2486286842
958	0.2483462656
959	0.2483404506
960	0.2482617069
961	0.2482420739
962	0.2482401269
963	0.2482397693
964	0.2482393121
965	0.2481755206
966	0.2481749056
967	0.2481745582
968	0.248170638
969	0.248170403
970	0.2481575591
971	0.2481201943
972	0.2481200776
973	0.2480673976
974	0.2480382871
975	0.2479434521
976	0.2479163413
977	0.2479058714
978	0.2477324095
979	0.2477115591
980	0.2475539564
981	0.2474331286
982	0.2473855754
983	0.2473411623
984	0.2473405928
985	0.2473135571
986	0.2471829697
987	0.2471828154
988	0.2470407778
989	0.2469056121
990	0.2468232238
991	0.2468186709
992	0.2466759979
993	0.2466086757
994	0.2466064705
995	0.2464798931
996	0.2464794734
997	0.2464778382
998	0.2464545596
999	0.2464460906
